,station,date,prcp,tobs
2009,USC00519397,2015-09-04,0.52,77
2010,USC00519397,2015-09-05,0.08,80
2012,USC00519397,2015-09-07,0.06,79
2013,USC00519397,2015-09-08,0.01,81
2016,USC00519397,2015-09-11,0.77,79
2017,USC00519397,2015-09-12,0.5,76
2018,USC00519397,2015-09-13,0.11,79
2019,USC00519397,2015-09-14,0.77,78
2020,USC00519397,2015-09-15,0.26,78
2021,USC00519397,2015-09-16,0.01,81
2023,USC00519397,2015-09-18,0.02,81
2024,USC00519397,2015-09-19,0.02,83
2026,USC00519397,2015-09-21,0.07,79
2027,USC00519397,2015-09-22,0.09,81
2028,USC00519397,2015-09-23,0.01,80
2030,USC00519397,2015-09-25,0.08,81
2031,USC00519397,2015-09-26,0.03,80
2032,USC00519397,2015-09-27,0.15,79
2033,USC00519397,2015-09-28,0.04,79
2034,USC00519397,2015-09-29,0.11,78
2035,USC00519397,2015-09-30,0.04,80
2036,USC00519397,2015-10-01,0.05,76
2037,USC00519397,2015-10-02,0.03,79
2042,USC00519397,2015-10-07,0.04,79
2047,USC00519397,2015-10-12,0.03,77
2048,USC00519397,2015-10-13,0.04,79
2049,USC00519397,2015-10-14,0.01,82
2050,USC00519397,2015-10-15,0.01,78
2053,USC00519397,2015-10-18,0.04,82
2055,USC00519397,2015-10-20,0.01,76
2056,USC00519397,2015-10-21,0.06,72
2057,USC00519397,2015-10-22,0.01,73
2062,USC00519397,2015-10-27,0.11,75
2063,USC00519397,2015-10-28,0.01,79
2067,USC00519397,2015-11-01,0.19,75
2068,USC00519397,2015-11-02,0.01,79
2070,USC00519397,2015-11-04,0.02,79
2071,USC00519397,2015-11-05,0.03,78
2072,USC00519397,2015-11-06,0.01,79
2073,USC00519397,2015-11-07,0.1,76
2074,USC00519397,2015-11-08,0.02,78
2075,USC00519397,2015-11-09,0.11,76
2078,USC00519397,2015-11-12,0.01,77
2080,USC00519397,2015-11-14,0.17,78
2081,USC00519397,2015-11-15,0.02,77
2084,USC00519397,2015-11-18,0.02,77
2086,USC00519397,2015-11-20,1.57,73
2087,USC00519397,2015-11-21,0.85,75
2088,USC00519397,2015-11-22,0.33,75
2089,USC00519397,2015-11-23,0.62,76
2090,USC00519397,2015-11-24,0.75,71
2091,USC00519397,2015-11-25,0.01,76
2092,USC00519397,2015-11-26,0.36,76
2093,USC00519397,2015-11-27,0.11,77
2094,USC00519397,2015-11-28,0.02,77
2095,USC00519397,2015-11-29,0.03,76
2096,USC00519397,2015-11-30,0.01,77
2099,USC00519397,2015-12-03,0.06,75
2100,USC00519397,2015-12-04,0.02,75
2106,USC00519397,2015-12-10,0.06,74
2108,USC00519397,2015-12-12,0.39,72
2111,USC00519397,2015-12-15,0.08,74
2113,USC00519397,2015-12-17,0.02,74
2114,USC00519397,2015-12-18,0.08,75
2115,USC00519397,2015-12-19,0.13,76
2116,USC00519397,2015-12-20,0.03,74
2117,USC00519397,2015-12-21,0.01,75
2122,USC00519397,2015-12-26,0.02,74
2123,USC00519397,2015-12-27,0.43,74
2124,USC00519397,2015-12-28,0.01,77
2134,USC00519397,2016-01-07,0.18,65
2135,USC00519397,2016-01-08,0.01,67
2136,USC00519397,2016-01-09,0.03,75
2137,USC00519397,2016-01-10,0.01,66
2143,USC00519397,2016-01-16,0.01,65
2152,USC00519397,2016-01-25,0.04,71
2153,USC00519397,2016-01-26,0.16,68
2154,USC00519397,2016-01-27,0.01,68
2160,USC00519397,2016-02-02,0.06,68
2165,USC00519397,2016-02-07,0.02,68
2166,USC00519397,2016-02-08,0.01,65
2170,USC00519397,2016-02-12,0.02,75
2174,USC00519397,2016-02-16,0.02,74
2175,USC00519397,2016-02-17,0.21,71
2176,USC00519397,2016-02-18,0.02,73
2177,USC00519397,2016-02-19,0.03,66
2178,USC00519397,2016-02-20,0.01,66
2196,USC00519397,2016-03-09,0.19,68
2202,USC00519397,2016-03-15,0.08,66
2203,USC00519397,2016-03-16,0.05,72
2212,USC00519397,2016-03-25,0.01,73
2213,USC00519397,2016-03-26,0.09,68
2214,USC00519397,2016-03-27,0.01,68
2216,USC00519397,2016-03-29,0.09,73
2217,USC00519397,2016-03-30,0.01,70
2224,USC00519397,2016-04-06,0.01,72
2229,USC00519397,2016-04-11,0.01,75
2231,USC00519397,2016-04-13,0.01,77
2235,USC00519397,2016-04-17,0.17,70
2236,USC00519397,2016-04-18,0.15,72
2241,USC00519397,2016-04-23,0.05,75
2242,USC00519397,2016-04-24,0.05,77
2251,USC00519397,2016-05-03,0.01,78
2253,USC00519397,2016-05-05,0.13,76
2255,USC00519397,2016-05-07,0.03,73
2263,USC00519397,2016-05-15,0.02,78
2268,USC00519397,2016-05-20,0.01,77
2269,USC00519397,2016-05-21,0.03,76
2274,USC00519397,2016-05-26,0.06,76
2276,USC00519397,2016-05-28,0.1,75
2277,USC00519397,2016-05-29,0.54,73
2278,USC00519397,2016-05-30,0.16,71
2279,USC00519397,2016-05-31,0.05,74
2280,USC00519397,2016-06-01,0.06,76
2286,USC00519397,2016-06-07,0.01,77
2288,USC00519397,2016-06-09,0.01,73
2289,USC00519397,2016-06-10,0.05,77
2291,USC00519397,2016-06-12,0.01,78
2294,USC00519397,2016-06-15,0.01,78
2295,USC00519397,2016-06-16,0.02,77
2296,USC00519397,2016-06-17,0.02,76
2298,USC00519397,2016-06-19,0.01,77
2299,USC00519397,2016-06-20,0.01,78
2303,USC00519397,2016-06-24,0.01,77
2304,USC00519397,2016-06-25,0.03,78
2305,USC00519397,2016-06-26,0.01,79
2306,USC00519397,2016-06-27,0.01,80
2313,USC00519397,2016-07-04,0.04,79
2314,USC00519397,2016-07-05,0.02,78
2315,USC00519397,2016-07-06,0.02,78
2316,USC00519397,2016-07-07,0.01,80
2319,USC00519397,2016-07-10,0.02,78
2324,USC00519397,2016-07-15,0.46,78
2325,USC00519397,2016-07-16,0.03,78
2327,USC00519397,2016-07-18,1.25,76
2328,USC00519397,2016-07-19,0.03,78
2330,USC00519397,2016-07-21,0.04,78
2331,USC00519397,2016-07-22,0.02,76
2333,USC00519397,2016-07-24,0.13,79
2334,USC00519397,2016-07-25,4.2,78
2340,USC00519397,2016-07-31,0.06,76
2341,USC00519397,2016-08-01,0.08,77
2342,USC00519397,2016-08-02,0.05,78
2344,USC00519397,2016-08-04,0.04,80
2345,USC00519397,2016-08-05,0.01,80
2347,USC00519397,2016-08-07,0.39,77
2348,USC00519397,2016-08-08,0.02,81
2359,USC00519397,2016-08-19,0.04,77
2361,USC00519397,2016-08-21,0.12,76
2362,USC00519397,2016-08-22,0.4,77
2364,USC00519397,2016-08-24,0.08,79
2365,USC00519397,2016-08-25,0.08,80
2368,USC00519397,2016-08-28,0.01,78
2371,USC00519397,2016-08-31,0.13,80
2375,USC00519397,2016-09-04,0.03,75
2378,USC00519397,2016-09-07,0.05,76
2380,USC00519397,2016-09-09,0.03,79
2382,USC00519397,2016-09-11,0.05,76
2384,USC00519397,2016-09-13,0.02,78
2385,USC00519397,2016-09-14,1.32,75
2386,USC00519397,2016-09-15,0.42,79
2387,USC00519397,2016-09-16,0.06,80
2388,USC00519397,2016-09-17,0.05,79
2393,USC00519397,2016-09-22,0.02,76
2397,USC00519397,2016-09-26,0.06,80
2398,USC00519397,2016-09-27,0.02,80
2418,USC00519397,2016-10-17,0.01,78
2422,USC00519397,2016-10-21,0.05,77
2423,USC00519397,2016-10-22,0.15,79
2424,USC00519397,2016-10-23,0.01,78
2426,USC00519397,2016-10-25,0.03,77
2431,USC00519397,2016-10-30,0.24,76
2432,USC00519397,2016-10-31,0.03,77
2440,USC00519397,2016-11-08,0.07,71
2451,USC00519397,2016-11-19,0.03,75
2452,USC00519397,2016-11-20,0.05,76
2453,USC00519397,2016-11-21,0.01,76
2454,USC00519397,2016-11-22,0.13,75
2455,USC00519397,2016-11-23,0.14,72
2456,USC00519397,2016-11-24,0.05,74
2457,USC00519397,2016-11-25,0.05,75
2458,USC00519397,2016-11-26,0.05,73
2460,USC00519397,2016-11-28,0.01,75
2462,USC00519397,2016-11-30,0.14,75
2463,USC00519397,2016-12-01,0.12,75
2464,USC00519397,2016-12-02,0.03,72
2466,USC00519397,2016-12-04,0.03,71
2467,USC00519397,2016-12-05,0.43,68
2468,USC00519397,2016-12-06,0.02,67
2470,USC00519397,2016-12-08,0.03,73
2471,USC00519397,2016-12-09,0.52,70
2472,USC00519397,2016-12-10,0.05,70
2473,USC00519397,2016-12-11,0.04,70
2474,USC00519397,2016-12-12,0.01,66
2475,USC00519397,2016-12-13,0.05,67
2476,USC00519397,2016-12-14,0.03,70
2479,USC00519397,2016-12-17,0.01,71
2480,USC00519397,2016-12-18,0.13,73
2481,USC00519397,2016-12-19,0.01,69
2484,USC00519397,2016-12-22,0.01,71
2485,USC00519397,2016-12-23,0.01,72
2486,USC00519397,2016-12-24,0.01,74
2488,USC00519397,2016-12-26,0.02,74
2490,USC00519397,2016-12-28,0.02,71
2491,USC00519397,2016-12-29,0.04,73
2492,USC00519397,2016-12-30,0.12,69
2493,USC00519397,2016-12-31,0.01,66
2515,USC00519397,2017-01-22,0.16,72
2517,USC00519397,2017-01-24,0.04,69
2518,USC00519397,2017-01-25,0.03,72
2522,USC00519397,2017-01-29,0.18,67
2531,USC00519397,2017-02-07,0.51,64
2535,USC00519397,2017-02-11,0.31,69
2536,USC00519397,2017-02-12,2.62,68
2537,USC00519397,2017-02-13,0.01,74
2540,USC00519397,2017-02-16,0.07,71
2545,USC00519397,2017-02-21,0.06,70
2546,USC00519397,2017-02-22,0.06,72
2547,USC00519397,2017-02-23,0.01,74
2549,USC00519397,2017-02-25,0.03,64
2553,USC00519397,2017-03-01,1.19,66
2554,USC00519397,2017-03-02,0.73,73
2555,USC00519397,2017-03-03,0.47,69
2557,USC00519397,2017-03-05,0.35,71
2576,USC00519397,2017-03-24,0.02,73
2597,USC00519397,2017-04-14,0.26,75
2598,USC00519397,2017-04-15,0.01,73
2600,USC00519397,2017-04-17,0.02,74
2602,USC00519397,2017-04-19,0.02,74
2603,USC00519397,2017-04-20,0.05,78
2604,USC00519397,2017-04-21,0.23,73
2605,USC00519397,2017-04-22,0.32,76
2606,USC00519397,2017-04-23,0.03,77
2612,USC00519397,2017-04-29,0.12,72
2613,USC00519397,2017-04-30,0.89,63
2614,USC00519397,2017-05-01,0.26,75
2623,USC00519397,2017-05-11,0.01,78
2627,USC00519397,2017-05-15,0.05,78
2628,USC00519397,2017-05-16,0.01,78
2630,USC00519397,2017-05-18,0.01,73
2635,USC00519397,2017-05-23,0.08,87
2636,USC00519397,2017-05-24,0.13,77
2637,USC00519397,2017-05-25,0.15,77
2638,USC00519397,2017-05-27,0.01,74
2639,USC00519397,2017-05-28,0.02,76
2641,USC00519397,2017-05-30,0.26,76
2642,USC00519397,2017-05-31,0.02,79
2645,USC00519397,2017-06-03,0.02,79
2652,USC00519397,2017-06-10,0.04,77
2653,USC00519397,2017-06-11,0.08,79
2654,USC00519397,2017-06-12,0.02,83
2660,USC00519397,2017-06-18,0.05,77
2662,USC00519397,2017-06-20,0.02,78
2666,USC00519397,2017-06-24,0.06,80
2672,USC00519397,2017-06-30,0.08,75
2673,USC00519397,2017-07-01,0.02,80
2674,USC00519397,2017-07-02,0.02,80
2675,USC00519397,2017-07-03,0.04,78
2676,USC00519397,2017-07-04,0.04,80
2685,USC00519397,2017-07-13,0.07,79
2686,USC00519397,2017-07-14,0.02,81
2688,USC00519397,2017-07-16,0.02,78
2689,USC00519397,2017-07-17,0.03,80
2690,USC00519397,2017-07-18,0.05,80
2691,USC00519397,2017-07-20,0.03,80
2693,USC00519397,2017-07-22,0.03,81
2695,USC00519397,2017-07-24,0.05,78
2703,USC00519397,2017-08-01,0.02,77
2706,USC00519397,2017-08-04,0.02,80
2717,USC00519397,2017-08-15,0.02,78
2724,USC00513117,2010-01-01,0.28,67
2729,USC00513117,2010-01-06,0.02,76
2730,USC00513117,2010-01-07,0.38,70
2731,USC00513117,2010-01-08,0.01,66
2734,USC00513117,2010-01-11,0.03,67
2743,USC00513117,2010-01-20,0.01,72
2744,USC00513117,2010-01-21,0.04,70
2750,USC00513117,2010-01-27,0.12,71
2751,USC00513117,2010-01-28,0.19,68
2752,USC00513117,2010-01-29,0.19,68
2753,USC00513117,2010-01-30,1.7,69
2754,USC00513117,2010-01-31,0.28,73
2755,USC00513117,2010-02-01,0.01,69
2757,USC00513117,2010-02-03,0.31,66
2760,USC00513117,2010-02-06,0.06,66
2769,USC00513117,2010-02-17,0.02,69
2771,USC00513117,2010-02-19,0.05,63
2772,USC00513117,2010-02-20,0.17,66
2773,USC00513117,2010-02-21,0.04,66
2774,USC00513117,2010-02-22,0.87,66
2781,USC00513117,2010-03-01,0.04,70
2784,USC00513117,2010-03-04,0.33,68
2785,USC00513117,2010-03-05,0.21,69
2786,USC00513117,2010-03-06,0.09,71
2788,USC00513117,2010-03-08,0.34,70
2789,USC00513117,2010-03-09,0.05,68
2790,USC00513117,2010-03-10,0.04,70
2791,USC00513117,2010-03-11,0.09,71
2792,USC00513117,2010-03-12,0.03,71
2795,USC00513117,2010-03-15,0.16,70
2796,USC00513117,2010-03-16,0.16,71
2797,USC00513117,2010-03-17,0.4,66
2798,USC00513117,2010-03-18,0.44,66
2799,USC00513117,2010-03-19,0.08,69
2800,USC00513117,2010-03-20,0.01,69
2804,USC00513117,2010-03-24,0.03,72
2805,USC00513117,2010-03-25,0.01,72
2806,USC00513117,2010-03-26,0.02,71
2807,USC00513117,2010-03-27,0.01,71
2808,USC00513117,2010-03-28,0.01,71
2810,USC00513117,2010-03-30,0.02,73
2811,USC00513117,2010-03-31,0.02,71
2812,USC00513117,2010-04-01,0.01,73
2813,USC00513117,2010-04-02,0.02,71
2814,USC00513117,2010-04-03,0.03,72
2815,USC00513117,2010-04-04,0.13,71
2816,USC00513117,2010-04-05,0.19,71
2817,USC00513117,2010-04-06,0.07,69
2818,USC00513117,2010-04-07,0.51,70
2820,USC00513117,2010-04-09,0.24,69
2821,USC00513117,2010-04-10,0.03,72
2822,USC00513117,2010-04-11,0.03,69
2823,USC00513117,2010-04-12,0.01,71
2824,USC00513117,2010-04-13,0.06,71
2825,USC00513117,2010-04-14,0.07,69
2827,USC00513117,2010-04-16,0.03,67
2828,USC00513117,2010-04-17,0.02,69
2830,USC00513117,2010-04-19,0.01,71
2831,USC00513117,2010-04-20,0.06,70
2834,USC00513117,2010-04-23,0.13,71
2835,USC00513117,2010-04-24,0.15,73
2838,USC00513117,2010-04-27,0.01,72
2839,USC00513117,2010-04-28,0.07,71
2840,USC00513117,2010-04-29,0.01,74
2841,USC00513117,2010-04-30,0.02,74
2842,USC00513117,2010-05-01,0.02,72
2843,USC00513117,2010-05-02,0.03,72
2844,USC00513117,2010-05-03,0.89,72
2845,USC00513117,2010-05-04,0.07,73
2848,USC00513117,2010-05-07,0.08,72
2849,USC00513117,2010-05-08,0.01,76
2853,USC00513117,2010-05-12,0.01,73
2854,USC00513117,2010-05-13,0.01,75
2856,USC00513117,2010-05-15,0.06,69
2857,USC00513117,2010-05-16,0.1,74
2861,USC00513117,2010-05-20,0.08,72
2862,USC00513117,2010-05-21,0.05,73
2863,USC00513117,2010-05-22,0.05,75
2864,USC00513117,2010-05-23,0.04,74
2865,USC00513117,2010-05-24,0.07,74
2866,USC00513117,2010-05-25,0.09,74
2867,USC00513117,2010-05-26,0.08,74
2870,USC00513117,2010-05-29,0.01,74
2872,USC00513117,2010-05-31,0.02,75
2873,USC00513117,2010-06-01,0.03,74
2879,USC00513117,2010-06-07,0.02,75
2882,USC00513117,2010-06-10,0.02,75
2885,USC00513117,2010-06-13,0.01,76
2886,USC00513117,2010-06-14,0.06,73
2888,USC00513117,2010-06-16,0.01,74
2889,USC00513117,2010-06-17,0.02,75
2890,USC00513117,2010-06-18,0.06,70
2891,USC00513117,2010-06-19,0.13,74
2892,USC00513117,2010-06-20,0.02,75
2893,USC00513117,2010-06-21,0.01,75
2896,USC00513117,2010-06-24,0.01,75
2897,USC00513117,2010-06-25,0.05,74
2898,USC00513117,2010-06-26,0.24,72
2899,USC00513117,2010-06-27,0.03,76
2900,USC00513117,2010-06-28,0.11,73
2902,USC00513117,2010-06-30,0.03,76
2903,USC00513117,2010-07-01,0.01,73
2904,USC00513117,2010-07-02,0.14,72
2905,USC00513117,2010-07-03,0.06,75
2906,USC00513117,2010-07-04,0.07,75
2907,USC00513117,2010-07-05,0.03,72
2908,USC00513117,2010-07-06,0.05,72
2909,USC00513117,2010-07-07,0.11,73
2910,USC00513117,2010-07-08,0.04,74
2911,USC00513117,2010-07-09,0.04,74
2912,USC00513117,2010-07-10,0.09,73
2913,USC00513117,2010-07-11,0.02,81
2915,USC00513117,2010-07-13,0.01,72
2916,USC00513117,2010-07-14,0.45,70
2917,USC00513117,2010-07-15,0.04,72
2918,USC00513117,2010-07-16,0.02,76
2919,USC00513117,2010-07-17,0.04,75
2920,USC00513117,2010-07-18,0.05,75
2921,USC00513117,2010-07-19,0.12,74
2922,USC00513117,2010-07-20,0.21,75
2924,USC00513117,2010-07-22,0.15,76
2925,USC00513117,2010-07-23,0.09,73
2929,USC00513117,2010-07-27,0.03,72
2930,USC00513117,2010-07-28,0.46,75
2931,USC00513117,2010-07-29,0.02,75
2932,USC00513117,2010-07-30,0.01,76
2933,USC00513117,2010-07-31,0.02,77
2934,USC00513117,2010-08-01,0.16,72
2935,USC00513117,2010-08-02,0.15,74
2936,USC00513117,2010-08-03,0.04,74
2937,USC00513117,2010-08-04,0.12,74
2938,USC00513117,2010-08-05,0.13,72
2940,USC00513117,2010-08-07,0.05,74
2941,USC00513117,2010-08-08,0.1,73
2942,USC00513117,2010-08-09,0.04,76
2945,USC00513117,2010-08-12,0.02,76
2946,USC00513117,2010-08-13,0.19,76
2949,USC00513117,2010-08-16,0.12,70
2950,USC00513117,2010-08-17,0.24,72
2951,USC00513117,2010-08-18,0.08,73
2952,USC00513117,2010-08-19,0.06,76
2953,USC00513117,2010-08-20,0.01,76
2955,USC00513117,2010-08-22,0.02,75
2957,USC00513117,2010-08-24,0.08,74
2958,USC00513117,2010-08-25,0.25,73
2959,USC00513117,2010-08-26,0.05,74
2960,USC00513117,2010-08-27,0.21,75
2962,USC00513117,2010-08-29,0.1,76
2963,USC00513117,2010-08-30,0.02,76
2966,USC00513117,2010-09-02,0.03,73
2967,USC00513117,2010-09-03,0.29,72
2968,USC00513117,2010-09-04,0.04,73
2969,USC00513117,2010-09-05,0.08,74
2970,USC00513117,2010-09-06,0.01,75
2971,USC00513117,2010-09-07,0.03,75
2972,USC00513117,2010-09-08,0.01,75
2973,USC00513117,2010-09-09,0.01,75
2974,USC00513117,2010-09-10,0.03,76
2975,USC00513117,2010-09-11,0.02,77
2978,USC00513117,2010-09-14,0.01,76
2980,USC00513117,2010-09-16,0.01,77
2982,USC00513117,2010-09-18,0.03,76
2983,USC00513117,2010-09-19,0.08,78
2984,USC00513117,2010-09-20,0.03,77
2985,USC00513117,2010-09-21,0.02,75
2986,USC00513117,2010-09-22,0.5,74
2987,USC00513117,2010-09-23,0.33,75
2993,USC00513117,2010-09-30,0.02,73
2994,USC00513117,2010-10-01,0.43,72
2995,USC00513117,2010-10-02,0.16,76
2996,USC00513117,2010-10-03,0.07,82
2997,USC00513117,2010-10-04,0.06,76
2998,USC00513117,2010-10-05,0.07,77
3003,USC00513117,2010-10-10,0.03,75
3004,USC00513117,2010-10-11,0.04,76
3005,USC00513117,2010-10-12,0.06,71
3006,USC00513117,2010-10-13,0.02,77
3010,USC00513117,2010-10-17,0.16,77
3011,USC00513117,2010-10-18,0.02,71
3014,USC00513117,2010-10-21,0.04,73
3019,USC00513117,2010-10-26,0.16,76
3020,USC00513117,2010-10-27,0.06,76
3021,USC00513117,2010-10-28,0.09,76
3022,USC00513117,2010-10-29,0.1,75
3023,USC00513117,2010-10-30,0.11,74
3025,USC00513117,2010-11-01,0.42,73
3026,USC00513117,2010-11-02,0.1,70
3028,USC00513117,2010-11-04,0.39,73
3029,USC00513117,2010-11-05,0.07,75
3030,USC00513117,2010-11-06,0.1,75
3031,USC00513117,2010-11-07,0.21,75
3033,USC00513117,2010-11-09,0.01,75
3037,USC00513117,2010-11-13,0.03,75
3038,USC00513117,2010-11-14,0.02,74
3039,USC00513117,2010-11-15,0.35,75
3040,USC00513117,2010-11-16,0.01,74
3043,USC00513117,2010-11-19,0.19,71
3044,USC00513117,2010-11-20,0.02,71
3046,USC00513117,2010-11-22,0.02,68
3049,USC00513117,2010-11-25,0.16,75
3051,USC00513117,2010-11-27,0.03,74
3052,USC00513117,2010-11-28,0.49,71
3053,USC00513117,2010-11-29,0.04,70
3054,USC00513117,2010-11-30,0.15,73
3055,USC00513117,2010-12-01,0.76,73
3056,USC00513117,2010-12-02,0.13,72
3057,USC00513117,2010-12-03,0.16,73
3064,USC00513117,2010-12-10,1.95,65
3065,USC00513117,2010-12-11,0.62,69
3066,USC00513117,2010-12-12,0.15,71
3067,USC00513117,2010-12-13,0.47,69
3073,USC00513117,2010-12-19,3.18,70
3074,USC00513117,2010-12-20,4.94,71
3075,USC00513117,2010-12-21,0.43,71
3076,USC00513117,2010-12-22,0.01,71
3077,USC00513117,2010-12-23,0.02,71
3079,USC00513117,2010-12-25,2.95,69
3080,USC00513117,2010-12-26,0.99,72
3081,USC00513117,2010-12-27,0.46,76
3082,USC00513117,2010-12-28,0.63,72
3083,USC00513117,2010-12-29,0.02,73
3084,USC00513117,2010-12-30,0.11,73
3085,USC00513117,2010-12-31,0.05,74
3086,USC00513117,2011-01-01,0.42,69
3087,USC00513117,2011-01-02,0.11,74
3088,USC00513117,2011-01-03,0.01,74
3090,USC00513117,2011-01-05,0.04,67
3091,USC00513117,2011-01-06,0.21,67
3092,USC00513117,2011-01-07,0.02,65
3093,USC00513117,2011-01-08,0.01,64
3096,USC00513117,2011-01-11,0.11,61
3097,USC00513117,2011-01-12,0.46,71
3098,USC00513117,2011-01-13,5.21,70
3099,USC00513117,2011-01-14,0.22,76
3102,USC00513117,2011-01-17,0.03,69
3104,USC00513117,2011-01-19,0.05,64
3105,USC00513117,2011-01-20,0.01,72
3106,USC00513117,2011-01-21,0.01,73
3109,USC00513117,2011-01-24,0.01,72
3114,USC00513117,2011-01-29,0.01,69
3115,USC00513117,2011-01-30,0.02,72
3116,USC00513117,2011-01-31,0.02,70
3122,USC00513117,2011-02-06,0.02,76
3123,USC00513117,2011-02-07,1.06,68
3124,USC00513117,2011-02-08,0.52,70
3125,USC00513117,2011-02-09,0.02,71
3126,USC00513117,2011-02-10,0.03,71
3127,USC00513117,2011-02-11,0.33,71
3128,USC00513117,2011-02-12,1.54,68
3129,USC00513117,2011-02-13,0.19,67
3132,USC00513117,2011-02-16,0.2,74
3133,USC00513117,2011-02-17,0.05,74
3134,USC00513117,2011-02-18,0.1,74
3136,USC00513117,2011-02-20,4.88,71
3138,USC00513117,2011-02-22,0.02,72
3140,USC00513117,2011-02-24,3.3,67
3143,USC00513117,2011-02-27,0.02,69
3145,USC00513117,2011-03-01,0.14,66
3147,USC00513117,2011-03-03,0.12,70
3148,USC00513117,2011-03-04,1.05,71
3149,USC00513117,2011-03-05,0.13,69
3150,USC00513117,2011-03-06,1.16,72
3151,USC00513117,2011-03-07,0.01,73
3152,USC00513117,2011-03-08,0.03,72
3153,USC00513117,2011-03-09,0.09,69
3154,USC00513117,2011-03-10,1.33,72
3155,USC00513117,2011-03-11,0.07,72
3156,USC00513117,2011-03-12,0.14,71
3160,USC00513117,2011-03-16,0.01,74
3161,USC00513117,2011-03-17,0.01,71
3162,USC00513117,2011-03-18,0.03,71
3163,USC00513117,2011-03-19,0.04,73
3164,USC00513117,2011-03-20,0.14,73
3166,USC00513117,2011-03-22,0.18,70
3167,USC00513117,2011-03-23,0.04,72
3168,USC00513117,2011-03-24,0.12,72
3169,USC00513117,2011-03-25,0.07,72
3170,USC00513117,2011-03-26,0.02,72
3171,USC00513117,2011-03-27,0.04,72
3172,USC00513117,2011-03-28,0.08,72
3173,USC00513117,2011-03-29,0.05,72
3174,USC00513117,2011-03-30,0.08,73
3176,USC00513117,2011-04-01,0.03,72
3177,USC00513117,2011-04-02,0.01,72
3178,USC00513117,2011-04-03,0.01,70
3181,USC00513117,2011-04-06,0.09,70
3182,USC00513117,2011-04-07,0.68,67
3183,USC00513117,2011-04-08,0.39,68
3184,USC00513117,2011-04-09,0.02,74
3188,USC00513117,2011-04-13,0.02,67
3189,USC00513117,2011-04-14,0.02,73
3190,USC00513117,2011-04-15,0.04,69
3191,USC00513117,2011-04-16,0.05,70
3201,USC00513117,2011-04-26,0.12,73
3202,USC00513117,2011-04-27,0.02,74
3203,USC00513117,2011-04-28,0.01,74
3204,USC00513117,2011-04-29,0.13,72
3205,USC00513117,2011-04-30,0.02,71
3207,USC00513117,2011-05-02,0.22,74
3208,USC00513117,2011-05-03,0.42,71
3209,USC00513117,2011-05-04,0.25,73
3210,USC00513117,2011-05-05,0.15,72
3211,USC00513117,2011-05-06,0.23,72
3212,USC00513117,2011-05-07,0.86,72
3213,USC00513117,2011-05-08,1.76,68
3214,USC00513117,2011-05-09,0.73,74
3215,USC00513117,2011-05-10,0.24,72
3216,USC00513117,2011-05-11,0.92,71
3217,USC00513117,2011-05-12,0.02,74
3218,USC00513117,2011-05-13,0.01,74
3221,USC00513117,2011-05-16,0.01,74
3223,USC00513117,2011-05-18,0.3,70
3224,USC00513117,2011-05-19,0.01,71
3225,USC00513117,2011-05-20,0.03,74
3227,USC00513117,2011-05-22,0.08,74
3228,USC00513117,2011-05-23,0.06,74
3230,USC00513117,2011-05-25,0.02,74
3232,USC00513117,2011-05-27,0.03,74
3233,USC00513117,2011-05-28,0.02,76
3234,USC00513117,2011-05-29,0.1,76
3237,USC00513117,2011-06-01,0.03,74
3238,USC00513117,2011-06-02,0.08,75
3239,USC00513117,2011-06-03,0.63,71
3240,USC00513117,2011-06-04,4.43,69
3241,USC00513117,2011-06-05,4.02,69
3242,USC00513117,2011-06-06,0.02,74
3243,USC00513117,2011-06-07,0.06,71
3244,USC00513117,2011-06-08,0.04,74
3245,USC00513117,2011-06-09,0.01,74
3246,USC00513117,2011-06-10,0.02,75
3247,USC00513117,2011-06-11,0.01,73
3248,USC00513117,2011-06-12,0.12,73
3249,USC00513117,2011-06-13,0.16,73
3252,USC00513117,2011-06-16,0.06,74
3254,USC00513117,2011-06-18,0.02,75
3255,USC00513117,2011-06-19,0.09,74
3256,USC00513117,2011-06-20,0.03,73
3257,USC00513117,2011-06-21,0.54,72
3258,USC00513117,2011-06-22,0.22,74
3259,USC00513117,2011-06-23,0.03,72
3260,USC00513117,2011-06-24,0.21,75
3262,USC00513117,2011-06-26,0.04,74
